Election Code,Election Title,County Code,County Name,Contest Code,Contest Title,Candidate Number,Candidate Name,Votes,Party Code
1001090,2020 GENERAL ELECTION,14,Chilton,00100960,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",002,Write-In,117,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",001,Greg Shaw,15856,REP
1001090,2020 GENERAL ELECTION,14,Chilton,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",002,Write-In,105,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",001,Brad Mendheim,15773,REP
1001090,2020 GENERAL ELECTION,14,Chilton,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",002,Write-In,101,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",001,"William C. ""Bill"" Thompson",15730,REP
1001090,2020 GENERAL ELECTION,14,Chilton,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",002,Write-In,98,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",001,Matt Fridy,15674,REP
1001090,2020 GENERAL ELECTION,14,Chilton,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",002,Write-In,85,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",001,Mary Windom,15691,REP
1001090,2020 GENERAL ELECTION,14,Chilton,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",002,Write-In,87,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",001,Beth Kellum,15672,REP
1001090,2020 GENERAL ELECTION,14,Chilton,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",002,Write-In,89,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",001,Laura Casey,3342,DEM
1001090,2020 GENERAL ELECTION,14,Chilton,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",002,Twinkle Andress Cavanaugh,15312,REP
1001090,2020 GENERAL ELECTION,14,Chilton,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",003,Write-In,26,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00104100,STATE BOARD OF EDUCATION MEMBER DISTRICT 3,001,Jarralynne Agee,3032,DEM
1001090,2020 GENERAL ELECTION,14,Chilton,00104100,STATE BOARD OF EDUCATION MEMBER DISTRICT 3,002,Stephanie Bell,15570,REP
1001090,2020 GENERAL ELECTION,14,Chilton,00104100,STATE BOARD OF EDUCATION MEMBER DISTRICT 3,003,Write-In,22,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),001,Yes,14117,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),002,No,2652,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),001,Yes,6274,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),002,No,8663,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),001,Yes,10143,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),002,No,5167,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),001,Yes,7863,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),002,No,7329,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),001,Yes,10859,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),002,No,2866,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),001,Yes,10891,NON
1001090,2020 GENERAL ELECTION,14,Chilton,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),002,No,2806,NON
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",001,"Robert R. ""Shelby"" Binion",7137,DEM
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",002,"Greg ""Coach D"" Dejarnett",10528,DEM
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",003,Darrell 'D' Bone,17775,REP
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",004,Jimmie Hardee,16115,REP
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",005,Joseph J. 'Joe' Headley,13446,REP
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",006,Randell Kelley,14412,REP
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",007,Matt Mims,16006,REP
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",008,Joseph Parnell,15828,REP
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",009,Allen Williams,14188,REP
1001090,2020 GENERAL ELECTION,14,Chilton,14031300,"MEMBER, CHILTON COUNTY COMMISSION",010,Write-In,104,NON
1001090,2020 GENERAL ELECTION,14,Chilton,14031400,CHILTON COUNTY REVENUE COMMISSIONER,001,Tim Little,15966,REP
1001090,2020 GENERAL ELECTION,14,Chilton,14031400,CHILTON COUNTY REVENUE COMMISSIONER,002,Write-In,172,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,001,Joseph R. Biden,3126,DEM
1001090,2020 GENERAL ELECTION,15,Choctaw,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,002,Donald J. Trump,4294,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,003,Jo Jorgensen,38,IND
1001090,2020 GENERAL ELECTION,15,Choctaw,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,004,Write-In,3,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00100900,UNITED STATES SENATOR,001,Doug Jones,3223,DEM
1001090,2020 GENERAL ELECTION,15,Choctaw,00100900,UNITED STATES SENATOR,002,Tommy Tuberville,4187,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00100900,UNITED STATES SENATOR,003,Write-In,3,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00100970,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",001,Terri A. Sewell,3892,DEM
1001090,2020 GENERAL ELECTION,15,Choctaw,00100970,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",002,Write-In,553,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",001,Greg Shaw,4062,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",002,Write-In,54,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",001,Brad Mendheim,4027,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",002,Write-In,55,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",001,"William C. ""Bill"" Thompson",4066,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",002,Write-In,47,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",001,Matt Fridy,4024,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",002,Write-In,51,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",001,Mary Windom,4013,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",002,Write-In,49,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",001,Beth Kellum,4004,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",002,Write-In,50,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",001,Laura Casey,3214,DEM
1001090,2020 GENERAL ELECTION,15,Choctaw,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",002,Twinkle Andress Cavanaugh,3820,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",003,Write-In,6,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00104300,STATE BOARD OF EDUCATION MEMBER DISTRICT 5,001,Tonya Smith Chestnut,3143,DEM
1001090,2020 GENERAL ELECTION,15,Choctaw,00104300,STATE BOARD OF EDUCATION MEMBER DISTRICT 5,002,Lesa Keith,3828,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,00104300,STATE BOARD OF EDUCATION MEMBER DISTRICT 5,003,Write-In,4,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),001,Yes,4163,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),002,No,1619,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),001,Yes,1991,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),002,No,3101,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),001,Yes,3007,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),002,No,2248,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),001,Yes,2835,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),002,No,2383,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),001,Yes,3019,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),002,No,1735,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),001,Yes,3041,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),002,No,1766,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,15031300,"MEMBER, CHOCTAW COUNTY COMMISSION, DISTRICT NO. 1",001,Tony L. Cherry,1063,DEM
1001090,2020 GENERAL ELECTION,15,Choctaw,15031300,"MEMBER, CHOCTAW COUNTY COMMISSION, DISTRICT NO. 1",002,Randy Taylor,683,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,15031300,"MEMBER, CHOCTAW COUNTY COMMISSION, DISTRICT NO. 1",003,Write-In,0,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,15031400,"MEMBER, CHOCTAW COUNTY COMMISSION, DISTRICT NO. 3",001,"Sammy Bonner, Jr.",755,DEM
1001090,2020 GENERAL ELECTION,15,Choctaw,15031400,"MEMBER, CHOCTAW COUNTY COMMISSION, DISTRICT NO. 3",002,Gary Doggett,1144,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,15031400,"MEMBER, CHOCTAW COUNTY COMMISSION, DISTRICT NO. 3",003,Write-In,6,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,15031500,CHOCTAW COUNTY REVENUE COMMISSIONER,001,David H. Sparrow,4023,DEM
1001090,2020 GENERAL ELECTION,15,Choctaw,15031500,CHOCTAW COUNTY REVENUE COMMISSIONER,002,Kellee Griffith,3375,REP
1001090,2020 GENERAL ELECTION,15,Choctaw,15031500,CHOCTAW COUNTY REVENUE COMMISSIONER,003,Write-In,3,NON
1001090,2020 GENERAL ELECTION,15,Choctaw,15031600,MEMBER CHOCTAW COUNTY BOARD OF EDUCATION DISTRICT 2,001,Isaac C. Johnson,1288,DEM
1001090,2020 GENERAL ELECTION,15,Choctaw,15031600,MEMBER CHOCTAW COUNTY BOARD OF EDUCATION DISTRICT 2,002,Write-In,24,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,001,Joseph R. Biden,5730,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,002,Donald J. Trump,7310,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,003,Jo Jorgensen,48,IND
1001090,2020 GENERAL ELECTION,16,Clarke,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,004,Write-In,7,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00100900,UNITED STATES SENATOR,001,Doug Jones,5992,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,00100900,UNITED STATES SENATOR,002,Tommy Tuberville,7044,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00100900,UNITED STATES SENATOR,003,Write-In,9,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00100910,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",001,James Averhart,1398,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,00100910,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",002,Jerry Carl,2972,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00100910,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",003,Write-In,5,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00100970,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",001,Terri A. Sewell,4839,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,00100970,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",002,Write-In,507,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",001,Greg Shaw,7302,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",002,Write-In,97,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",001,Brad Mendheim,7237,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",002,Write-In,102,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",001,"William C. ""Bill"" Thompson",7298,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",002,Write-In,100,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",001,Matt Fridy,7211,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",002,Write-In,90,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",001,Mary Windom,7235,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",002,Write-In,90,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",001,Beth Kellum,7209,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",002,Write-In,93,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",001,Laura Casey,5686,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",002,Twinkle Andress Cavanaugh,6995,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",003,Write-In,8,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00104300,STATE BOARD OF EDUCATION MEMBER DISTRICT 5,001,Tonya Smith Chestnut,5656,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,00104300,STATE BOARD OF EDUCATION MEMBER DISTRICT 5,002,Lesa Keith,6912,REP
1001090,2020 GENERAL ELECTION,16,Clarke,00104300,STATE BOARD OF EDUCATION MEMBER DISTRICT 5,003,Write-In,11,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),001,Yes,7061,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),002,No,3353,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),001,Yes,3550,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),002,No,5717,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),001,Yes,5121,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),002,No,4397,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),001,Yes,6219,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),002,No,3301,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),001,Yes,5093,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),002,No,3483,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),001,Yes,5062,NON
1001090,2020 GENERAL ELECTION,16,Clarke,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),002,No,3538,NON
1001090,2020 GENERAL ELECTION,16,Clarke,16031400,"MEMBER, CLARKE COUNTY COMMISSION, DISTRICT NO. 2",001,Jackie Ray Rush,1870,REP
1001090,2020 GENERAL ELECTION,16,Clarke,16031400,"MEMBER, CLARKE COUNTY COMMISSION, DISTRICT NO. 2",002,Write-In,22,NON
1001090,2020 GENERAL ELECTION,16,Clarke,16031500,"MEMBER, CLARKE COUNTY COMMISSION, DISTRICT NO. 4",001,Tyrone Moye,1820,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,16031500,"MEMBER, CLARKE COUNTY COMMISSION, DISTRICT NO. 4",002,Write-In,33,NON
1001090,2020 GENERAL ELECTION,16,Clarke,16031600,"MEMBER, CLARKE COUNTY COMMISSION, DISTRICT NO. 5",001,Rhondel B. Rhone,1700,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,16031600,"MEMBER, CLARKE COUNTY COMMISSION, DISTRICT NO. 5",002,Write-In,42,NON
1001090,2020 GENERAL ELECTION,16,Clarke,16031700,CLARKE COUNTY REVENUE COMMISSIONER,001,Tyler Montana Prescott,7378,REP
1001090,2020 GENERAL ELECTION,16,Clarke,16031700,CLARKE COUNTY REVENUE COMMISSIONER,002,Write-In,129,NON
1001090,2020 GENERAL ELECTION,16,Clarke,16031800,CLARKE COUNTY LICENSE COMMISSIONER,001,Linda C Goodman,6998,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,16031800,CLARKE COUNTY LICENSE COMMISSIONER,002,Whitney Gaston Rowell,5920,REP
1001090,2020 GENERAL ELECTION,16,Clarke,16031800,CLARKE COUNTY LICENSE COMMISSIONER,003,Write-In,7,NON
1001090,2020 GENERAL ELECTION,16,Clarke,16031900,"SUPERINTENDENT, CLARKE COUNTY BOARD OF EDUCATION",001,Larry Edward Bagley,7565,REP
1001090,2020 GENERAL ELECTION,16,Clarke,16031900,"SUPERINTENDENT, CLARKE COUNTY BOARD OF EDUCATION",002,Write-In,93,NON
1001090,2020 GENERAL ELECTION,16,Clarke,16032000,"MEMBER, CLARKE COUNTY BOARD OF EDUCATION, DISTRICT NO. 1",001,Sherry Arnette Barnes,1841,REP
1001090,2020 GENERAL ELECTION,16,Clarke,16032000,"MEMBER, CLARKE COUNTY BOARD OF EDUCATION, DISTRICT NO. 1",002,Write-In,22,NON
1001090,2020 GENERAL ELECTION,16,Clarke,16032100,"MEMBER, CLARKE COUNTY BOARD OF EDUCATION, DISTRICT NO. 2",001,Charlton F. Anderson,1855,REP
1001090,2020 GENERAL ELECTION,16,Clarke,16032100,"MEMBER, CLARKE COUNTY BOARD OF EDUCATION, DISTRICT NO. 2",002,Write-In,16,NON
1001090,2020 GENERAL ELECTION,16,Clarke,16032200,"MEMBER, CLARKE COUNTY BOARD OF EDUCATION, DISTRICT NO. 5",001,Darryl Perryman,1712,DEM
1001090,2020 GENERAL ELECTION,16,Clarke,16032200,"MEMBER, CLARKE COUNTY BOARD OF EDUCATION, DISTRICT NO. 5",002,Write-In,27,NON
1001090,2020 GENERAL ELECTION,17,Clay,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,001,Joseph R. Biden,1262,DEM
1001090,2020 GENERAL ELECTION,17,Clay,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,002,Donald J. Trump,5589,REP
1001090,2020 GENERAL ELECTION,17,Clay,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,003,Jo Jorgensen,53,IND
1001090,2020 GENERAL ELECTION,17,Clay,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,004,Write-In,9,NON
1001090,2020 GENERAL ELECTION,17,Clay,00100900,UNITED STATES SENATOR,001,Doug Jones,1435,DEM
1001090,2020 GENERAL ELECTION,17,Clay,00100900,UNITED STATES SENATOR,002,Tommy Tuberville,5442,REP
1001090,2020 GENERAL ELECTION,17,Clay,00100900,UNITED STATES SENATOR,003,Write-In,8,NON
1001090,2020 GENERAL ELECTION,17,Clay,00100930,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",001,Adia Winfrey,1144,DEM
1001090,2020 GENERAL ELECTION,17,Clay,00100930,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",002,Mike Rogers,5696,REP
1001090,2020 GENERAL ELECTION,17,Clay,00100930,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",003,Write-In,4,NON
1001090,2020 GENERAL ELECTION,17,Clay,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",001,Greg Shaw,5532,REP
1001090,2020 GENERAL ELECTION,17,Clay,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",002,Write-In,59,NON
1001090,2020 GENERAL ELECTION,17,Clay,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",001,Brad Mendheim,5509,REP
1001090,2020 GENERAL ELECTION,17,Clay,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",002,Write-In,56,NON
1001090,2020 GENERAL ELECTION,17,Clay,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",001,"William C. ""Bill"" Thompson",5503,REP
1001090,2020 GENERAL ELECTION,17,Clay,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",002,Write-In,51,NON
1001090,2020 GENERAL ELECTION,17,Clay,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",001,Matt Fridy,5485,REP
1001090,2020 GENERAL ELECTION,17,Clay,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",002,Write-In,53,NON
1001090,2020 GENERAL ELECTION,17,Clay,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",001,Mary Windom,5495,REP
1001090,2020 GENERAL ELECTION,17,Clay,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",002,Write-In,58,NON
1001090,2020 GENERAL ELECTION,17,Clay,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",001,Beth Kellum,5476,REP
1001090,2020 GENERAL ELECTION,17,Clay,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",002,Write-In,60,NON
1001090,2020 GENERAL ELECTION,17,Clay,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",001,Laura Casey,1342,DEM
1001090,2020 GENERAL ELECTION,17,Clay,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",002,Twinkle Andress Cavanaugh,5364,REP
1001090,2020 GENERAL ELECTION,17,Clay,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",003,Write-In,8,NON
1001090,2020 GENERAL ELECTION,17,Clay,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),001,Yes,5008,NON
1001090,2020 GENERAL ELECTION,17,Clay,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),002,No,737,NON
1001090,2020 GENERAL ELECTION,17,Clay,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),001,Yes,2078,NON
1001090,2020 GENERAL ELECTION,17,Clay,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),002,No,2994,NON
1001090,2020 GENERAL ELECTION,17,Clay,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),001,Yes,3657,NON
1001090,2020 GENERAL ELECTION,17,Clay,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),002,No,1530,NON
1001090,2020 GENERAL ELECTION,17,Clay,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),001,Yes,2652,NON
1001090,2020 GENERAL ELECTION,17,Clay,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),002,No,2482,NON
